user_id,time,latitude,longitude,coordinates,count,plastic,slippers,plastic wrapper,plastic spoon,plastic bag,thermocol,plastic plate,plastic bottle,plastic cup,static plastic,moving plastic,plastic_area,YoloV8-score,YoloNAS-score,FasterRCNN-score,DETR-score,Ensemble-score,city,state,region,weather,temperature
0eae02698c604e58a5702a8be94f1d75,2023-04-29,22.35351839274088,88.90742725758247,"[[1467, 375, 1535, 469], [1086, 489, 1164, 540], [894, 470, 964, 540], [1788, 576, 1883, 616], [1521, 80, 1596, 139], [1655, 904, 1730, 998], [686, 833, 709, 885], [309, 702, 391, 777], [1165, 863, 1216, 915], [1626, 301, 1640, 386], [1151, 737, 1191, 785], [1678, 910, 1753, 931], [892, 977, 963, 1051], [127, 62, 178, 145], [1015, 613, 1092, 700], [301, 685, 364, 723], [1154, 305, 1185, 354], [1336, 373, 1362, 441], [497, 979, 532, 1055], [1139, 152, 1206, 162], [503, 592, 528, 672], [565, 961, 629, 994], [547, 194, 573, 252], [1715, 166, 1767, 262], [452, 334, 503, 345], [280, 189, 349, 231], [805, 433, 828, 527], [600, 485, 691, 574], [574, 678, 668, 745], [1396, 497, 1434, 597], [1167, 254, 1259, 298], [1498, 533, 1540, 596], [799, 892, 854, 979]]",33,1,6,7,8,2,4,0,5,0,5,28,116334,90.02,74.17,76.98,73.14,85.45,North 24 Parganas,West Bengal,north-east,clouds,28.8
e6bb5bd838674239a456562f1b98ea2b,2023-07-17,19.849318036074948,81.00318892742769,"[[299, 856, 389, 915], [1317, 521, 1370, 620], [1615, 320, 1693, 361], [748, 458, 833, 502], [653, 512, 727, 537], [931, 741, 1028, 790], [498, 121, 554, 221], [1399, 1050, 1424, 1101], [1147, 554, 1172, 584], [1551, 403, 1592, 458], [1482, 363, 1576, 397], [581, 429, 675, 479], [1645, 7, 1689, 82]]",13,7,0,0,0,0,0,4,2,0,10,3,45174,74.69,80.75,94.36,96.65,94.01,Uttar Bastar Kanker,Chhattisgarh,south-east,clouds,24.7
34202a1a3c5a4651809095fff2db96ab,2023-03-08,23.999493745273735,80.88614973512927,"[[598, 641, 640, 690], [300, 1049, 398, 1128], [695, 387, 784, 423], [676, 696, 706, 778], [1831, 264, 1885, 358], [1342, 462, 1432, 558], [1238, 841, 1332, 910], [1143, 917, 1192, 999], [1217, 208, 1245, 261], [1236, 667, 1247, 724], [1674, 161, 1689, 171], [647, 169, 736, 223], [137, 44, 152, 77], [1369, 1074, 1469, 1150], [1585, 928, 1635, 944], [1250, 751, 1293, 819], [298, 23, 308, 104], [1459, 117, 1539, 207], [1509, 35, 1542, 128], [973, 1010, 985, 1033], [1212, 570, 1253, 647], [1736, 580, 1789, 601], [1552, 678, 1576, 715], [1745, 471, 1844, 483], [1044, 692, 1055, 762], [345, 1010, 384, 1058], [302, 324, 328, 372], [1673, 729, 1770, 777], [1891, 856, 1905, 914], [1824, 605, 1847, 615], [849, 972, 914, 1060], [1155, 153, 1229, 231], [140, 1071, 161, 1133]]",33,0,0,7,5,4,5,3,4,5,6,27,98653,96.81,92.41,83.71,93.93,98.56,Katni,Madhya Pradesh,north-east,clouds,27.6
314fcc52e2f740f09330bad1f35c30fa,2023-05-30,26.973787729333168,81.06404010621276,"[[1854, 403, 1901, 417], [1696, 128, 1711, 139], [1081, 372, 1174, 435], [1767, 313, 1838, 413], [1163, 718, 1263, 813], [1875, 516, 1890, 537], [1841, 136, 1871, 234], [1299, 951, 1362, 1039], [1601, 337, 1692, 421], [1556, 1027, 1585, 1064], [1495, 871, 1567, 949], [1268, 314, 1309, 338], [1171, 469, 1194, 547], [658, 185, 743, 238], [392, 895, 411, 918], [1850, 802, 1909, 854], [513, 459, 600, 529], [130, 282, 210, 298], [1634, 55, 1677, 125], [559, 484, 635, 567]]",20,7,2,0,3,0,0,2,6,0,10,10,73890,71.94,79.0,91.65,95.86,92.64,Barabanki,Uttar Pradesh,north-east,clear,30.0
5297c1324bd94b0b98310466294cb2fb,2023-04-11,21.069585357299495,70.33213644968815,"[[1267, 454, 1351, 537], [1384, 1077, 1426, 1151], [1627, 717, 1669, 745], [481, 119, 542, 182], [898, 767, 978, 788], [390, 442, 480, 471], [1471, 612, 1567, 667], [1145, 1002, 1159, 1030], [1855, 749, 1908, 767], [1847, 132, 1862, 208], [428, 1077, 521, 1088], [1702, 34, 1753, 123], [1370, 284, 1412, 295], [1538, 41, 1566, 110], [679, 564, 730, 580], [522, 373, 609, 402], [1053, 660, 1108, 684], [1726, 658, 1810, 699], [717, 959, 786, 1047], [234, 53, 244, 74], [1224, 88, 1306, 119], [836, 155, 921, 237], [1209, 567, 1259, 583], [1129, 93, 1176, 163], [1557, 90, 1619, 134], [1101, 317, 1148, 366], [1403, 876, 1449, 964], [1660, 863, 1747, 896]]",28,0,3,7,5,0,0,5,0,8,28,0,75048,88.92,81.74,96.76,86.4,97.52,Junagadh,Gujarat,south-west,clouds,25.4
49e798cd34564a93b7cc3721ef4caf41,2023-05-04,33.016336141672895,78.8320745226738,"[[1224, 783, 1319, 832], [652, 915, 685, 991], [1765, 474, 1798, 506], [798, 698, 817, 786], [1487, 640, 1573, 710], [1830, 78, 1863, 134], [454, 1033, 505, 1068], [1673, 932, 1748, 952], [641, 786, 733, 872], [1464, 630, 1543, 682], [1539, 761, 1610, 802], [491, 252, 532, 306], [749, 260, 799, 312], [672, 634, 697, 666], [1430, 677, 1468, 718]]",15,0,7,7,0,0,0,0,0,1,9,6,43147,89.84,81.08,97.93,78.6,93.49,Leh,Ladakh,north-east,clear,16.1
7c8957baba964f8488e8416f951ba8d7,2023-06-15,20.28028564522714,75.35167314615143,"[[363, 725, 381, 763], [475, 554, 538, 632], [86, 165, 119, 202], [849, 400, 937, 459], [885, 320, 904, 412], [1410, 456, 1428, 519], [840, 33, 915, 86], [346, 247, 429, 342], [1417, 514, 1452, 577], [1703, 857, 1732, 950], [1899, 57, 1951, 98], [1626, 112, 1663, 172], [1483, 748, 1528, 816], [1647, 68, 1676, 111], [967, 857, 1013, 872], [987, 725, 1026, 822], [1441, 230, 1522, 277], [1482, 473, 1496, 500], [53, 586, 64, 614], [1317, 891, 1334, 910], [1181, 638, 1272, 735], [695, 767, 734, 821], [237, 51, 316, 69], [637, 207, 694, 227], [1072, 364, 1171, 436], [1799, 787, 1816, 836], [952, 610, 1044, 682], [373, 792, 405, 886], [155, 756, 168, 776], [1843, 885, 1860, 918], [1815, 216, 1857, 227], [1309, 972, 1330, 989], [673, 1063, 765, 1129]]",33,8,8,2,0,3,3,6,3,0,23,10,88403,72.12,71.64,73.59,82.83,85.74,Aurangabad,Maharashtra,south-west,clouds,25.0
c28c40a673cc4c5da9a8c1c9f3505854,2023-07-07,26.61356602233757,75.51638549143823,"[[1197, 209, 1297, 267], [1298, 221, 1388, 288], [1849, 953, 1886, 1004], [470, 788, 512, 843], [642, 632, 703, 697], [1616, 65, 1716, 141], [1579, 718, 1652, 754], [376, 903, 417, 975], [115, 802, 175, 892]]",9,0,0,0,2,5,0,2,0,0,1,8,38572,80.99,70.41,80.68,96.72,87.14,Jaipur,Rajasthan,north-west,clouds,32.4
c7b8bede6b1e42e9bb1947ae885122ec,2023-07-09,30.41522112244311,78.67138225566123,"[[730, 413, 759, 472], [148, 89, 221, 165], [1215, 548, 1240, 566], [116, 764, 135, 809], [1690, 719, 1718, 760], [605, 319, 670, 389], [321, 335, 397, 351], [81, 934, 148, 1020], [1201, 132, 1221, 210]]",9,3,0,0,0,0,0,0,6,0,3,6,22800,93.43,68.88,72.29,70.07,83.62,Tehri Garhwal,Uttarakhand,north-east,clouds,22.2
00fc02aeccdf417fb6297a39cb224293,2023-03-13,19.668652643753298,74.96380235957534,"[[1770, 685, 1837, 781], [1536, 588, 1594, 654], [860, 169, 913, 217], [1691, 299, 1762, 368], [676, 772, 690, 826], [1025, 847, 1110, 902], [444, 159, 538, 186], [721, 473, 737, 539], [902, 584, 958, 645], [1795, 297, 1889, 350], [1454, 657, 1502, 685], [1396, 204, 1449, 277], [425, 442, 453, 533], [1315, 623, 1388, 691], [205, 342, 280, 401], [463, 854, 548, 891], [259, 710, 323, 810], [1147, 177, 1218, 190], [70, 416, 99, 482], [1457, 415, 1531, 473], [349, 723, 413, 814], [44, 43, 99, 58], [1545, 27, 1590, 64], [1269, 813, 1335, 903], [1863, 853, 1877, 935], [1554, 859, 1595, 871], [1050, 389, 1146, 463], [1501, 871, 1548, 919], [132, 726, 228, 771], [1215, 168, 1278, 183], [1805, 1036, 1901, 1070], [793, 741, 854, 761], [1722, 151, 1809, 211], [1756, 143, 1805, 166], [1453, 1003, 1540, 1051], [505, 303, 539, 364], [1678, 630, 1760, 726], [1048, 545, 1092, 621], [1516, 679, 1569, 744], [1346, 82, 1373, 135], [1197, 887, 1222, 923], [1637, 579, 1649, 609], [756, 715, 806, 793]]",43,6,6,8,3,7,7,3,2,1,43,0,137802,94.08,80.67,84.47,84.22,92.68,Aurangabad,Maharashtra,south-west,clouds,28.8
a8c108661f7b4339969ba8f37143564a,2023-06-01,25.166049787504406,87.68039728068074,"[[1376, 842, 1395, 907], [1115, 847, 1197, 878], [1429, 301, 1507, 319], [1711, 329, 1753, 339], [554, 387, 598, 483], [1701, 46, 1791, 139], [953, 1067, 1014, 1118], [326, 341, 403, 436], [1056, 865, 1153, 934], [501, 90, 591, 167], [740, 157, 790, 192], [60, 627, 122, 706], [198, 936, 242, 970], [17, 199, 56, 285], [1620, 847, 1655, 874], [62, 127, 128, 226], [1209, 156, 1260, 212], [127, 393, 206, 469], [1845, 671, 1900, 732], [171, 491, 188, 579], [916, 89, 928, 174], [1022, 821, 1085, 895], [1259, 245, 1305, 276], [285, 869, 342, 903], [1523, 674, 1574, 697], [1564, 705, 1660, 767], [1655, 1032, 1678, 1086], [1875, 1020, 1939, 1056], [1178, 380, 1194, 449], [1326, 286, 1401, 347], [758, 588, 808, 641], [1302, 568, 1358, 596], [1103, 567, 1119, 656], [1066, 443, 1100, 484], [46, 566, 116, 632], [1421, 647, 1498, 744], [895, 192, 919, 233], [1669, 615, 1707, 674], [589, 319, 620, 391], [1076, 975, 1132, 1041], [870, 796, 891, 882], [697, 1002, 738, 1030], [1184, 672, 1261, 693]]",43,2,1,7,7,8,6,3,8,1,38,5,133178,81.12,84.41,80.91,90.2,95.55,Sahibganj,Jharkhand,north-east,clouds,31.0
99e4bcb25ce44a32bb64b5071f6fc1bf,2023-05-06,17.714521272797498,75.49598672909627,"[[1117, 764, 1139, 774], [1100, 863, 1152, 895], [1608, 820, 1652, 887], [677, 947, 701, 1023], [638, 462, 653, 497], [1856, 603, 1919, 656], [612, 978, 637, 1031], [1631, 216, 1723, 261], [301, 1054, 339, 1146], [838, 855, 924, 879], [1796, 825, 1825, 884], [1370, 817, 1436, 863], [1463, 526, 1519, 613], [473, 576, 571, 676], [1192, 846, 1260, 905], [8, 659, 67, 720], [95, 542, 185, 553], [1058, 504, 1097, 562], [28, 336, 72, 373], [1263, 349, 1307, 431], [351, 226, 395, 263], [675, 935, 726, 978], [944, 1059, 1036, 1072], [1124, 861, 1185, 939], [1124, 956, 1148, 1004], [867, 194, 967, 267], [148, 745, 197, 774], [374, 716, 457, 797], [756, 646, 852, 666], [27, 446, 51, 533], [618, 991, 689, 1009], [194, 724, 293, 760], [537, 615, 613, 656], [133, 308, 213, 349], [1595, 804, 1617, 903], [1116, 2, 1131, 44]]",36,6,4,6,0,0,2,4,7,7,0,36,101488,86.45,95.22,78.54,88.3,95.64,Solapur,Maharashtra,south-west,clouds,32.5
e2d7894cd8ef40478b557937cf6491e9,2023-07-29,16.467607127600797,80.44319972630691,"[[18, 1074, 38, 1164], [631, 519, 713, 551], [1778, 478, 1838, 503], [1915, 883, 2014, 940], [250, 429, 268, 459], [880, 461, 903, 520], [1130, 458, 1211, 484], [373, 593, 384, 611], [1455, 951, 1472, 992]]",9,1,0,0,0,2,4,1,1,0,5,4,16465,94.31,87.07,76.42,76.02,88.92,Guntur,Andhra Pradesh,south-east,clouds,31.0
d373a73b811e4d8cb3a6ccb7c737638c,2023-05-13,21.37281596707756,81.94605966898456,"[[964, 796, 1049, 875]]",1,0,0,0,0,1,0,0,0,0,1,0,6715,88.32,80.82,93.85,88.38,97.3,Raipur,Chhattisgarh,south-east,clouds,30.1
e814cd190d964b3fa4e32ff8737985fa,2023-08-03,21.70390375965811,80.40008772497399,"[[1575, 513, 1650, 528], [180, 762, 202, 777], [1568, 793, 1590, 853], [1568, 429, 1581, 469], [1078, 1009, 1145, 1058], [1724, 9, 1795, 24], [1610, 335, 1626, 431], [1694, 893, 1767, 955], [766, 97, 842, 155], [115, 153, 207, 167], [940, 488, 1005, 566], [132, 989, 181, 1086], [1584, 1072, 1667, 1153], [1276, 807, 1288, 894], [859, 767, 877, 797], [50, 842, 136, 919], [1334, 688, 1426, 765], [463, 734, 489, 753], [1433, 375, 1528, 442], [1424, 584, 1493, 647], [236, 1033, 254, 1083], [499, 873, 562, 898], [992, 275, 1017, 346], [754, 122, 777, 187], [58, 1079, 99, 1176], [380, 120, 480, 199], [1265, 557, 1349, 574], [1126, 272, 1201, 340], [1591, 858, 1655, 876]]",29,4,0,6,0,3,2,7,3,4,29,0,87745,91.09,91.58,80.96,70.68,93.47,Balaghat,Madhya Pradesh,south-east,clouds,25.4
3046508ad83543a18cf2840ef066290e,2023-07-25,15.04080680972262,79.00633567373504,"[[188, 876, 285, 928], [220, 272, 272, 357], [1043, 219, 1121, 305], [1591, 606, 1641, 616], [1737, 667, 1817, 756], [674, 647, 727, 694], [903, 1030, 921, 1049], [1022, 484, 1072, 580], [1911, 350, 1983, 366], [482, 682, 535, 710], [1368, 889, 1382, 968], [974, 510, 1010, 606], [1271, 615, 1354, 653], [1379, 231, 1467, 285], [1357, 509, 1450, 582], [845, 522, 867, 585], [563, 38, 616, 75], [43, 19, 135, 95], [893, 294, 946, 355], [99, 238, 185, 314], [549, 906, 571, 927], [104, 696, 170, 762]]",22,8,0,6,0,0,0,0,0,8,15,7,78244,93.3,92.35,80.42,90.55,99.53655297048464,YSR,Andhra Pradesh,south-east,clouds,30.3
8b7737abcd014435ab6a8a07d9abe7ea,2023-08-17,16.424821762887944,77.5725763457764,"[[420, 721, 458, 795], [1258, 371, 1318, 443], [614, 519, 677, 544], [1511, 652, 1595, 679], [1781, 392, 1842, 478], [524, 334, 538, 383], [1156, 513, 1225, 601], [560, 204, 660, 240], [713, 13, 760, 46], [992, 767, 1026, 793], [1775, 510, 1857, 569], [1278, 342, 1332, 367]]",12,5,0,5,0,2,0,0,0,0,12,0,35202,88.52,88.37,86.02,79.83,90.17,Narayanpet,Telangana,south-west,clouds,28.8
e94d576e77664ed6ad2d3c732e120736,2023-04-03,34.42463565654464,74.49166927270899,"[[1791, 989, 1853, 1047], [1632, 647, 1714, 660], [1363, 642, 1448, 722], [1640, 1055, 1681, 1151], [1579, 442, 1591, 459], [1597, 612, 1607, 690], [1490, 215, 1575, 247], [971, 862, 1022, 936], [860, 623, 920, 687], [315, 734, 369, 811], [1006, 698, 1054, 777], [1220, 1007, 1297, 1030], [280, 501, 370, 549], [1272, 57, 1345, 92], [253, 364, 337, 379], [1151, 612, 1219, 638], [752, 121, 790, 175], [1707, 642, 1735, 669], [1152, 1077, 1242, 1141], [1103, 249, 1165, 328], [1021, 768, 1109, 844], [1240, 902, 1284, 942], [234, 40, 307, 78], [6, 801, 98, 818], [1336, 761, 1378, 847], [1682, 111, 1698, 200], [1106, 502, 1152, 548], [843, 657, 938, 669], [1913, 716, 1944, 747], [725, 979, 803, 1059], [570, 484, 612, 518], [341, 432, 365, 460], [1626, 231, 1709, 274], [1560, 732, 1630, 762]]",34,1,2,6,0,8,1,7,7,2,8,26,95854,71.21,77.69,90.34,75.23,89.21,Sopore,Jammu and Kashmir,north-west,clear,14.6
4931498f7f3848f4a0d1d3c610f973d3,2023-08-03,32.27808957626649,78.34846961171274,"[[173, 340, 247, 412], [442, 353, 507, 450], [1517, 257, 1569, 340], [1406, 868, 1486, 961], [1676, 783, 1745, 861], [1088, 119, 1122, 152], [294, 812, 316, 833], [1265, 728, 1276, 794], [1697, 283, 1736, 373], [689, 171, 768, 265], [574, 932, 615, 1022], [122, 646, 188, 726], [482, 591, 542, 655], [1009, 630, 1085, 661], [1237, 558, 1333, 577], [85, 1026, 105, 1048], [760, 771, 838, 829], [1722, 7, 1788, 55], [710, 906, 760, 935], [1684, 264, 1750, 363], [137, 108, 200, 179], [1047, 781, 1086, 793], [1454, 420, 1549, 443]]",23,0,0,5,6,8,0,0,4,0,0,23,82249,83.06,76.43,93.47,73.95,92.03,Lahaul and Spiti,Himachal Pradesh,north-west,clear,12.6
4ad1477d8c1a47e1bc103a9b2a978bff,2023-03-10,18.212216851596533,81.7003081450519,"[[164, 136, 219, 156], [1428, 409, 1454, 441], [645, 867, 663, 906], [1258, 643, 1291, 691], [1047, 410, 1057, 509], [1179, 743, 1249, 791], [1248, 57, 1283, 112], [305, 145, 331, 202], [1730, 438, 1820, 460], [102, 978, 147, 1032], [1770, 360, 1784, 437], [1164, 860, 1262, 945], [1013, 1063, 1100, 1080], [1328, 376, 1340, 427], [904, 679, 954, 689], [123, 972, 210, 1038], [1880, 618, 1974, 637], [179, 247, 228, 328], [970, 507, 1023, 589]]",19,0,0,7,0,0,0,4,7,1,16,3,44227,79.13,88.49,77.37,88.03,93.86,Malkangiri,Odisha,south-east,clouds,26.6
758bf354088245338f7a8fd4bd7d61c5,2023-04-04,24.06567344719695,69.21477698340439,"[[253, 200, 299, 230], [1228, 908, 1284, 955], [1917, 840, 1992, 878], [1894, 738, 1971, 824], [1273, 180, 1284, 221], [507, 778, 541, 814], [1041, 876, 1132, 945], [1844, 506, 1900, 558], [492, 713, 506, 771], [1235, 343, 1322, 439], [1887, 988, 1962, 1070], [744, 253, 783, 292]]",12,1,0,0,0,4,1,0,6,0,11,1,41185,76.55,96.06,89.45,89.57,96.44,Kutch,Gujarat,north-west,clear,28.1
00056a029a824da9a7e1cfc973dd9d59,2023-06-13,23.972450092203765,82.09746526798365,"[[261, 52, 318, 135], [1616, 22, 1654, 36], [1545, 821, 1582, 865], [57, 203, 100, 277], [1606, 695, 1671, 755], [1313, 968, 1339, 1019], [664, 240, 731, 263], [692, 112, 755, 163], [477, 5, 530, 49], [1579, 857, 1622, 956], [833, 653, 930, 706], [1160, 275, 1204, 301], [694, 498, 767, 537], [1593, 127, 1639, 177], [1465, 814, 1479, 901], [125, 520, 155, 610], [165, 104, 225, 184], [855, 700, 936, 773], [1163, 687, 1218, 719], [1284, 385, 1337, 473], [270, 984, 287, 1062]]",21,0,7,2,0,3,0,0,1,8,5,16,60455,83.59,83.81,89.03,91.17,95.59,Sidhi,Madhya Pradesh,north-east,clouds,26.4
205de5472d03410da98666ef56df805f,2023-03-21,15.394898994445828,77.9032107256634,"[[848, 66, 905, 109], [1604, 568, 1632, 610], [1115, 1014, 1177, 1045], [275, 283, 353, 326], [1589, 837, 1627, 898], [167, 112, 233, 189], [610, 736, 697, 748], [1215, 946, 1267, 989], [203, 418, 253, 492], [1810, 935, 1881, 1017], [656, 988, 724, 1027], [890, 1072, 989, 1148], [983, 352, 1048, 407], [1752, 641, 1770, 670], [1048, 457, 1081, 512]]",15,0,7,0,0,4,4,0,0,0,2,13,45193,74.56,88.04,89.66,86.57,92.15,Nandyal,Andhra Pradesh,south-west,clouds,29.6
0492654396534df08bfa7395fbe95aec,2023-05-20,13.920665254938406,79.36297465398629,"[[69, 167, 90, 257], [1844, 742, 1855, 774], [1298, 472, 1330, 523], [805, 709, 874, 805], [1202, 1046, 1242, 1115], [855, 15, 929, 30], [1049, 751, 1088, 823], [193, 813, 261, 861], [1576, 762, 1587, 772], [1568, 790, 1618, 873]]",10,0,0,4,0,0,0,0,0,6,9,1,24700,78.98,75.32,75.85,90.5,90.24,Annamayya,Andhra Pradesh,south-east,clouds,29.2
b625336c1ebb4d4393686d1fd779ed78,2023-07-12,14.574248862154391,79.45343748859267,"[[645, 847, 695, 923], [152, 308, 209, 335], [1429, 336, 1506, 372], [1248, 255, 1258, 329], [497, 892, 571, 983], [1665, 730, 1684, 805], [1475, 1079, 1492, 1097], [1596, 252, 1626, 318], [1465, 285, 1562, 343], [339, 171, 359, 242], [195, 534, 294, 626], [1678, 1066, 1758, 1149], [414, 181, 466, 218], [1136, 896, 1211, 937], [1732, 283, 1807, 381], [158, 993, 225, 1005], [1557, 623, 1607, 719], [902, 542, 966, 637], [377, 768, 474, 830], [381, 14, 395, 62], [856, 330, 884, 343], [1256, 675, 1304, 757], [1581, 870, 1659, 958], [1050, 820, 1073, 874], [864, 349, 925, 405], [275, 973, 312, 1053]]",26,0,0,3,0,3,4,8,8,0,10,16,91591,74.7,88.8,93.96,84.72,93.6,Sri Potti Sriramulu Nellore,Andhra Pradesh,south-east,clouds,30.9
